,Rango,ciudad,areas,cuartos,baño,area de parqueo,monto de renta,seguro,Total
2985,2985,1,140,2,1,3,2500,38,2732
2986,2986,1,86,2,1,1,2200,34,2344
2987,2987,1,100,2,2,1,2000,31,2119
2988,2988,1,50,1,1,0,720,10,880
2989,2989,1,128,2,3,2,15000,191,17230
2990,2990,1,45,1,1,2,1800,23,2688
2991,2991,1,180,3,2,4,3600,55,3655
2992,2992,1,350,4,3,4,4000,61,4270
2993,2993,1,54,2,2,1,2300,30,2997
2994,2994,1,60,2,2,1,4000,51,4719
2995,2995,1,200,2,1,0,2800,43,3134
2996,2996,1,520,3,4,3,7000,106,7751
2997,2997,1,112,3,2,1,3850,49,4807
2998,2998,1,104,3,2,1,7500,113,7880
2999,2999,1,90,1,1,0,1550,20,1937
3000,3000,1,273,3,2,5,2750,42,3007
3001,3001,1,74,2,2,0,1650,21,2281
3002,3002,1,40,1,1,1,1675,22,2547
3003,3003,1,120,3,3,2,2580,39,2619
3004,3004,1,60,2,1,1,1480,19,2268
3005,3005,1,50,1,1,1,900,14,935
3006,3006,0,398,5,6,0,8500,108,12810
3007,3007,1,90,2,2,2,4500,58,5559
3008,3008,1,106,3,3,1,2500,32,3852
3009,3009,1,22,1,1,0,6000,77,6466
3010,3010,1,167,3,3,4,5500,70,8191
3011,3011,1,250,3,3,2,9500,121,12020
3012,3012,1,246,4,4,4,12000,153,17820
3013,3013,1,40,1,1,0,1094,17,1111
3014,3014,1,76,2,2,1,3000,39,3931
3015,3015,1,202,4,3,4,12000,153,18360
3016,3016,1,60,2,1,1,3205,11,3784
3017,3017,1,65,2,2,2,3000,39,3719
3018,3018,1,142,3,4,3,5000,64,6783
3019,3019,1,200,3,4,2,7000,89,8848
3020,3020,0,60,2,3,0,1940,25,2903
3021,3021,1,58,2,2,1,2200,28,2558
3022,3022,1,80,2,1,0,3000,39,3589
3023,3023,1,201,4,3,2,6999,89,10530
3024,3024,1,94,3,2,2,2000,26,3068
3025,3025,1,410,5,7,3,12000,181,12930
3026,3026,0,87,4,2,2,1600,21,2511
3027,3027,1,190,3,2,1,4000,51,5751
3028,3028,1,45,1,1,0,3000,39,3428
3029,3029,1,254,3,5,4,10000,127,13120
3030,3030,1,145,4,4,3,7300,93,10080
3031,3031,1,82,3,2,2,1994,26,2490
3032,3032,1,360,4,5,2,15000,191,18960
3033,3033,1,25,1,1,0,1200,16,1251
3034,3034,0,145,3,2,2,2200,28,3386
3035,3035,1,95,2,3,2,5825,24,7324
3036,3036,1,60,2,2,2,2872,20,3603
3037,3037,0,37,1,1,1,825,11,1284
3038,3038,1,50,2,1,1,1600,21,1993
3039,3039,1,100,2,1,1,1450,22,1472
3040,3040,1,167,3,2,1,10850,138,13310
3041,3041,1,240,4,4,1,9000,136,9832
3042,3042,1,20,1,1,0,1530,20,1774
3043,3043,1,160,3,3,2,5500,83,5792
3044,3044,1,100,1,2,2,5000,64,7063
3045,3045,1,63,2,2,2,2000,26,2833
3046,3046,1,73,2,2,1,1350,18,2218
3047,3047,1,67,2,1,1,2600,33,3553
3048,3048,1,134,2,2,1,3400,44,5176
3049,3049,1,150,2,2,1,2954,45,3000
3050,3050,1,300,3,5,4,4490,68,4892
3051,3051,1,197,3,4,3,9000,115,11950
3052,3052,0,53,2,1,1,2000,26,2351
3053,3053,0,136,3,2,1,1274,17,1923
3054,3054,0,150,3,4,2,3400,44,4644
3055,3055,1,40,1,1,1,2803,36,3649
3056,3056,1,300,4,4,5,11000,140,15520
3057,3057,1,250,4,3,4,7200,109,7743
3058,3058,1,80,2,1,0,3000,39,3539
3059,3059,1,109,1,1,2,11500,146,13880
3060,3060,0,47,1,1,0,530,7,997
3061,3061,0,72,3,3,1,1700,22,2525
3062,3062,1,35,1,1,0,1900,29,2030
3063,3063,1,200,4,2,1,2500,38,2872
3064,3064,1,20,1,1,0,790,11,801
3065,3065,1,49,2,1,1,1300,17,1821
3066,3066,1,213,2,2,3,5150,78,5228
3067,3067,1,110,3,3,1,4800,61,6279
3068,3068,1,40,1,1,0,870,14,884
3069,3069,1,38,1,1,0,1350,18,1738
3070,3070,1,40,1,1,1,2829,33,3840
3071,3071,1,188,3,3,3,8000,102,10740
3072,3072,1,90,1,1,1,2107,9,3216
3073,3073,0,415,4,4,6,9500,121,14400
3074,3074,1,500,3,2,8,4000,61,4693
3075,3075,0,135,3,2,1,3100,40,4300
3076,3076,1,130,2,2,2,2500,38,3146
3077,3077,1,90,1,2,2,2900,37,4155
3078,3078,1,79,1,2,2,5500,70,6569
3079,3079,1,160,3,3,0,5000,76,5576
3080,3080,1,130,3,2,2,3000,46,3046
3081,3081,1,256,3,5,4,9000,115,12950
3082,3082,1,70,2,1,1,1433,6,1904
3083,3083,1,220,4,2,2,8000,102,11310
3084,3084,1,35,1,1,0,1305,17,1572
3085,3085,1,73,3,2,2,2500,32,3575
3086,3086,1,180,3,3,1,5000,64,6936
3087,3087,1,45,1,1,1,2450,32,3540
3088,3088,1,260,2,2,2,3800,58,4425
3089,3089,1,44,1,1,0,1400,18,1518
3090,3090,1,60,2,2,1,3500,45,4405
3091,3091,1,101,3,3,2,7500,29,9071
3092,3092,1,28,1,1,0,1650,21,1671
3093,3093,1,38,1,1,1,2500,12,2985
3094,3094,0,103,3,2,1,1800,23,2821
3095,3095,1,126,4,3,2,4500,58,6475
3096,3096,1,70,3,2,1,2800,36,3703
3097,3097,1,60,1,2,0,1062,16,1079
3098,3098,0,80,3,1,1,1250,16,1674
3099,3099,1,97,3,2,2,2600,33,3486
3100,3100,1,287,3,4,4,9000,136,9566
3101,3101,1,300,4,2,4,10000,127,13560
3102,3102,1,470,4,5,4,10200,154,12730
3103,3103,1,70,2,1,0,3000,46,3046
3104,3104,1,320,3,5,0,6000,77,13270
3105,3105,1,50,1,1,1,3223,41,3864
3106,3106,0,70,2,1,0,700,9,1218
3107,3107,1,380,4,7,7,15000,191,23690
3108,3108,1,170,3,3,3,2800,36,5054
3109,3109,1,55,2,1,1,1700,22,2165
3110,3110,1,100,2,1,1,3800,58,4128
3111,3111,1,160,3,3,2,4075,19,5525
3112,3112,1,240,4,5,4,7000,89,11490
3113,3113,1,180,4,4,4,7000,89,9239
3114,3114,1,150,2,3,1,7600,97,9603
3115,3115,1,49,2,1,1,1606,6,2217
3116,3116,1,125,3,3,1,5500,70,7417
3117,3117,1,59,2,1,1,1300,17,2118
3118,3118,1,145,3,3,1,6600,84,10100
3119,3119,1,70,1,1,0,1086,17,1266
3120,3120,1,217,4,4,3,5000,64,10790
3121,3121,1,178,3,4,4,10200,130,13700
3122,3122,1,95,3,2,1,2300,30,3180
3123,3123,1,102,3,3,2,3762,27,5094
3124,3124,1,80,2,2,1,2188,10,2198
3125,3125,1,212,3,3,2,5750,73,8259
3126,3126,1,34,1,1,1,2900,13,3509
3127,3127,1,300,4,4,4,6700,85,11210
3128,3128,1,220,3,4,3,8000,102,12260
3129,3129,1,54,1,1,0,3949,51,4500
3130,3130,1,65,2,1,1,1700,22,2496
3131,3131,1,45,1,1,0,1500,23,1599
3132,3132,1,26,1,1,1,1396,18,1816
3133,3133,1,52,2,2,1,1499,19,2039
3134,3134,1,32,1,1,0,1300,17,1591
3135,3135,1,130,2,1,0,2150,28,2837
3136,3136,1,23,1,1,0,2100,27,2549
3137,3137,1,200,3,2,3,2900,44,3278
3138,3138,1,157,3,2,0,4500,58,6230
3139,3139,1,130,3,2,1,4500,58,6042
3140,3140,1,82,2,2,0,1400,18,2072
3141,3141,1,100,1,1,0,2720,41,2899
3142,3142,1,845,5,9,6,8499,128,9627
3143,3143,1,70,2,2,1,2200,28,2480
3144,3144,1,100,2,3,1,9800,125,10940
3145,3145,1,110,2,1,0,1500,20,2704
3146,3146,0,46,1,1,1,580,8,1181
3147,3147,1,250,3,4,2,6000,91,6166
3148,3148,1,27,1,1,1,1247,9,1626
3149,3149,1,140,3,3,1,3000,39,4198
3150,3150,1,77,2,1,1,3100,40,4752
3151,3151,1,550,4,5,5,5000,76,5951
3152,3152,1,50,2,1,1,1700,22,2325
3153,3153,1,42,1,1,1,1900,25,3427
3154,3154,1,420,5,6,3,10000,127,15290
3155,3155,1,203,3,3,4,7000,89,10210
3156,3156,1,180,2,2,2,3084,47,3298
3157,3157,1,270,3,4,4,4800,61,8989
3158,3158,1,180,3,3,2,7200,92,10190
3159,3159,1,24,2,2,1,5500,70,6704
3160,3160,1,62,2,1,1,1800,23,2398
3161,3161,1,85,2,2,2,5646,72,7417
3162,3162,1,120,3,2,2,4500,58,6708
3163,3163,0,47,2,1,1,900,12,1197
3164,3164,0,180,3,2,1,2200,28,3489
3165,3165,1,216,4,4,3,8000,102,12730
3166,3166,1,300,5,6,4,8700,131,10140
3167,3167,1,226,3,3,0,6000,91,6125
3168,3168,1,70,1,1,0,1520,23,1668
3169,3169,0,100,2,2,0,1700,26,1926
3170,3170,1,23,1,1,0,2050,26,2499
3171,3171,1,600,4,3,3,3750,48,11470
3172,3172,0,550,3,7,8,7700,116,8246
3173,3173,1,30,1,1,0,870,12,1326
3174,3174,1,126,4,2,2,3000,39,4199
3175,3175,1,340,4,4,0,4000,61,4395
3176,3176,1,239,4,4,4,5500,70,8571
3177,3177,1,50,1,1,1,3445,19,4178
3178,3178,1,600,4,4,4,8500,108,19380
3179,3179,0,63,1,1,0,1280,17,2021
3180,3180,1,62,2,1,1,1236,16,1936
3181,3181,0,202,3,2,4,3500,53,4161
3182,3182,1,275,4,5,4,9700,123,15360
3183,3183,1,44,1,1,1,1900,25,2342
3184,3184,1,69,2,1,1,1600,21,2176
3185,3185,1,48,1,1,2,6800,87,9408
3186,3186,1,90,3,2,1,2066,27,3085
3187,3187,1,140,3,2,2,2000,26,3672
3188,3188,1,100,1,2,2,3220,15,4061
3189,3189,1,242,5,3,2,4250,64,4694
3190,3190,1,130,3,4,3,2400,31,4441
3191,3191,1,47,1,1,1,1350,18,1988
3192,3192,1,100,2,3,2,4000,51,5536
3193,3193,1,88,2,4,2,2500,32,3751
3194,3194,1,20,1,1,0,1800,23,2555
3195,3195,1,40,1,1,0,1300,17,1317
3196,3196,1,43,1,1,1,3200,41,3661
3197,3197,1,100,3,2,0,2500,32,3762
3198,3198,1,110,3,2,2,5500,70,6701
3199,3199,1,25,1,1,0,1000,16,1100
3200,3200,1,48,2,1,0,2000,26,2591
3201,3201,1,130,3,3,4,2210,28,4085
3202,3202,1,23,1,1,0,2100,27,2549
3203,3203,1,62,3,1,1,1260,16,2085
3204,3204,1,38,1,1,0,1650,25,1675
3205,3205,1,100,1,2,2,5850,75,8281
3206,3206,1,190,3,3,2,11000,166,11480
3207,3207,1,37,1,1,0,1100,14,2014
3208,3208,1,240,3,4,5,6400,82,11080
3209,3209,1,120,3,2,2,1900,25,3802
3210,3210,1,130,3,2,2,3500,45,5229
3211,3211,1,80,3,1,1,1400,18,2329
3212,3212,0,80,1,1,1,3000,39,3689
3213,3213,1,58,2,1,0,4200,54,5014
3214,3214,1,110,2,2,1,3960,51,4631
3215,3215,1,40,1,1,1,2400,31,2881
3216,3216,1,362,4,5,2,7000,106,7940
3217,3217,1,412,3,5,6,3952,51,6462
3218,3218,1,160,3,3,4,5000,64,7456
3219,3219,1,55,2,1,0,2400,31,3075
3220,3220,1,200,3,4,4,4500,68,4933
3221,3221,1,165,3,2,3,3730,48,5993
3222,3222,1,65,2,1,0,1300,17,1387
3223,3223,0,230,3,5,4,7500,96,9396
3224,3224,1,86,2,1,1,3320,42,4285
3225,3225,1,122,3,2,1,3860,49,4992
3226,3226,1,51,2,1,1,1800,23,2361
3227,3227,1,94,3,2,2,3570,46,5093
3228,3228,0,80,2,2,1,1150,15,1794
3229,3229,1,85,2,2,0,6000,43,6853
3230,3230,1,130,3,2,1,4500,58,6058
3231,3231,1,23,1,1,0,2100,27,2560
3232,3232,1,60,1,1,0,1000,16,1050
3233,3233,1,75,1,2,0,2100,27,2387
3234,3234,1,55,3,1,1,1800,23,2544
3235,3235,1,240,3,4,3,7000,89,11210
3236,3236,1,119,3,2,1,3500,45,4803
3237,3237,1,278,4,3,3,10000,127,15430
3238,3238,1,69,3,2,1,2000,26,2702
3239,3239,0,100,2,2,1,2000,26,2026
3240,3240,1,55,2,1,1,1750,23,2478
3241,3241,1,76,2,1,0,2290,30,2820
3242,3242,1,200,3,4,3,8500,33,11780
3243,3243,0,86,2,2,1,1250,16,1813
3244,3244,1,87,2,2,1,5000,64,6214
3245,3245,1,80,2,1,2,2000,31,2049
3246,3246,1,57,2,1,1,1500,20,2157
3247,3247,0,35,1,1,0,500,7,1001
3248,3248,1,60,2,1,1,1200,16,2280
3249,3249,1,180,2,1,0,2300,35,2523
3250,3250,0,45,1,1,1,1100,14,1515
3251,3251,1,320,8,4,0,11000,166,11970
3252,3252,1,350,5,4,3,15000,191,19460
3253,3253,1,67,2,1,0,1050,14,1325
3254,3254,1,178,3,3,3,8300,106,11610
3255,3255,0,54,2,1,1,1099,14,1422
3256,3256,1,50,1,1,0,900,14,1295
3257,3257,1,450,4,5,7,12000,181,12520
3258,3258,0,138,3,4,3,5200,66,6800
3259,3259,1,129,3,4,3,2500,32,4616
3260,3260,1,118,3,3,2,3890,50,5296
3261,3261,1,340,4,5,4,5500,70,10900
3262,3262,1,383,4,5,6,10200,154,14890
3263,3263,1,13,1,1,0,2200,28,2233
3264,3264,1,167,3,2,1,9500,121,11920
3265,3265,1,399,3,5,4,12000,153,19150
3266,3266,0,46,1,1,1,1100,14,1719
3267,3267,1,74,3,2,2,1450,19,2419
3268,3268,1,800,5,4,8,14200,214,16660
3269,3269,1,180,3,4,3,8900,113,12000
3270,3270,1,180,3,3,1,6000,77,7969
3271,3271,1,303,4,5,1,9000,126,9126
3272,3272,1,45,1,1,1,2970,38,3881
3273,3273,1,220,3,2,2,3800,49,5341
3274,3274,0,70,2,1,1,1300,17,2017
3275,3275,1,101,2,3,1,5600,71,7106
3276,3276,1,72,2,1,1,1440,19,1948
3277,3277,0,200,3,4,2,2000,26,4801
3278,3278,1,250,3,2,1,8500,108,16810
3279,3279,1,126,2,1,0,1700,26,2040
3280,3280,1,290,3,3,2,15000,226,16230
3281,3281,1,166,2,1,5,2200,34,2434
3282,3282,1,133,3,2,0,2957,38,3846
3283,3283,1,208,3,4,3,3800,49,6849
3284,3284,1,178,3,3,0,6400,82,8224
3285,3285,1,49,2,1,1,1650,21,2214
3286,3286,1,42,1,1,1,1861,7,2396
3287,3287,1,236,3,4,5,3700,56,4208
3288,3288,1,50,1,1,0,820,13,841
3289,3289,1,45,1,1,0,1137,8,1496
3290,3290,1,60,1,1,1,4600,59,5659
3291,3291,1,180,3,2,2,2500,32,5274
3292,3292,1,68,2,2,1,2083,27,3026
3293,3293,1,35,1,1,0,1248,16,1764
3294,3294,1,170,3,3,4,5000,64,8080
3295,3295,1,101,3,2,2,5500,70,6865
3296,3296,1,35,1,1,0,1587,21,1609
3297,3297,1,155,4,5,3,3500,45,7845
3298,3298,1,213,3,4,3,3800,49,6275
3299,3299,1,110,2,3,3,2200,34,2242
3300,3300,1,70,2,1,1,2000,26,2626
3301,3301,0,44,1,1,0,550,7,919
3302,3302,1,73,2,2,1,2240,29,2924
3303,3303,1,285,4,5,4,20000,254,222100
3304,3304,1,40,1,1,0,780,12,809
3305,3305,1,330,5,6,2,8950,114,10110
3306,3306,1,140,3,3,2,2400,31,3982
3307,3307,1,120,3,4,3,4440,57,6086
3308,3308,1,60,3,2,1,2430,37,2467
3309,3309,1,311,3,6,4,12500,159,15540
3310,3310,1,92,2,2,0,2650,34,3708
3311,3311,1,380,3,3,4,4200,64,4564
3312,3312,1,69,2,2,2,3063,13,4126
3313,3313,1,60,2,2,1,2514,32,3408
3314,3314,0,85,3,1,2,2600,33,4040
3315,3315,1,140,4,2,1,2400,31,4717
3316,3316,1,50,2,1,1,1500,20,2120
3317,3317,1,25,1,1,0,885,12,897
3318,3318,1,250,3,1,0,4300,65,4907
3319,3319,1,178,3,3,4,15000,191,18220
3320,3320,1,145,3,3,2,11000,140,14220
3321,3321,1,36,1,1,0,1684,6,1980
3322,3322,0,144,4,3,2,1750,23,3340
3323,3323,1,70,2,1,0,1300,20,1370
3324,3324,1,30,1,1,0,3300,42,3692
3325,3325,1,53,2,2,1,2100,27,2748
3326,3326,0,350,4,6,6,7600,115,8970
3327,3327,1,30,1,1,0,2060,27,2087
3328,3328,1,17,1,1,0,2700,35,2777
3329,3329,1,200,3,3,1,3200,41,5158
3330,3330,1,100,2,1,0,1100,17,1242
3331,3331,1,127,3,2,1,6156,78,7799
3332,3332,1,58,2,1,0,1480,19,1940
3333,3333,1,25,1,1,0,620,8,803
3334,3334,0,92,3,2,3,3700,47,4689
3335,3335,1,320,3,4,4,15000,191,22630
3336,3336,0,82,1,1,1,1200,16,1588
3337,3337,1,65,2,2,1,6000,77,7307
3338,3338,1,80,2,1,0,1439,22,1513
3339,3339,1,50,1,1,1,3148,11,3932
3340,3340,1,50,2,1,1,1100,14,1794
3341,3341,1,20,1,1,0,1650,12,2097
3342,3342,0,164,3,2,2,2100,32,2425
3343,3343,1,260,4,5,5,15000,191,15190
3344,3344,1,40,1,1,0,960,15,975
3345,3345,0,200,3,3,3,2000,31,2197
3346,3346,1,22,1,1,0,2050,26,2423
3347,3347,1,390,3,3,2,6500,83,9383
3348,3348,1,141,3,3,2,4000,61,4470
3349,3349,1,55,2,2,1,1850,24,2254
3350,3350,1,55,2,1,1,1300,17,2082
3351,3351,0,300,3,3,4,3800,58,4309
3352,3352,0,96,2,3,2,4169,53,5053
3353,3353,1,100,3,2,1,3500,53,3651
3354,3354,1,50,2,1,1,1200,16,1712
3355,3355,0,250,2,1,6,2200,34,2401
3356,3356,0,74,3,2,1,1120,15,1941
3357,3357,1,62,2,2,1,2500,32,3326
3358,3358,1,70,1,1,0,1300,17,1764
3359,3359,1,18,1,1,0,1720,22,1742
3360,3360,1,80,2,2,2,5500,70,6570
3361,3361,0,62,2,1,2,1500,20,2219
3362,3362,0,77,3,1,0,1000,13,1530
3363,3363,1,86,2,1,1,3007,39,4130
3364,3364,1,56,2,2,2,1630,21,2173
3365,3365,1,69,2,1,0,3000,22,3547
3366,3366,1,126,3,2,2,2400,31,4045
3367,3367,1,70,2,1,1,2960,38,3798
3368,3368,1,205,3,3,4,6500,98,7265
3369,3369,1,70,2,1,1,1727,6,2383
3370,3370,1,130,2,2,2,6200,79,8665
3371,3371,1,63,2,2,1,1920,29,2028
3372,3372,1,36,1,1,0,2100,27,2556
3373,3373,1,102,3,3,0,3500,45,5249
3374,3374,1,49,1,1,1,2300,30,3210
3375,3375,1,360,3,5,3,12500,159,15780
3376,3376,1,16,1,1,0,1173,7,1448
3377,3377,1,120,2,3,1,8500,108,9970
3378,3378,0,330,4,6,6,8000,121,9129
3379,3379,1,40,1,1,0,980,13,993
3380,3380,1,188,3,3,1,6000,77,8011
3381,3381,1,700,4,7,8,45000,677,54430
3382,3382,1,105,1,1,2,8700,111,10530
3383,3383,1,230,5,5,3,9900,149,10670
3384,3384,1,60,2,1,1,1600,21,2026
3385,3385,1,70,2,1,1,1300,17,1597
3386,3386,0,55,2,1,1,940,12,1357
3387,3387,1,100,3,3,2,6300,80,7851
3388,3388,1,270,3,4,0,3500,45,3710
3389,3389,1,36,1,1,1,2600,10,3414
3390,3390,1,105,2,2,2,6500,83,8647
3391,3391,1,120,2,1,1,4000,61,4085
3392,3392,1,16,1,1,0,850,11,870
3393,3393,1,300,4,4,4,10000,127,14290
3394,3394,1,115,2,2,1,6500,83,7658
3395,3395,1,67,1,2,1,2850,37,3849
3396,3396,1,100,2,1,0,2000,31,2141
3397,3397,1,320,4,4,8,7000,106,8086
3398,3398,1,77,2,1,0,2050,26,2666
3399,3399,1,270,3,4,2,6500,83,9573
3400,3400,0,104,2,3,2,4600,59,6201
3401,3401,1,70,2,1,1,1800,23,2460
3402,3402,1,68,1,1,0,1500,20,2020
3403,3403,1,410,4,5,5,20000,254,20250
3404,3404,1,60,1,1,0,1200,16,1396
3405,3405,1,270,3,2,4,13000,165,17620
3406,3406,1,65,2,1,1,3000,39,4448
3407,3407,1,100,2,1,3,2700,41,3119
3408,3408,1,250,3,4,2,10000,127,13610
3409,3409,1,119,3,3,1,3510,45,5264
3410,3410,1,394,4,6,4,4000,51,12550
3411,3411,0,660,5,5,4,5000,76,7476
3412,3412,1,40,1,1,0,1555,20,1882
3413,3413,1,60,3,1,1,2390,31,2981
3414,3414,1,240,3,2,2,9800,125,13270
3415,3415,1,180,3,1,1,9500,121,11900
3416,3416,1,400,4,4,4,7500,113,8355
3417,3417,1,250,3,4,3,14000,178,19000
3418,3418,0,60,2,1,0,1170,15,1697
3419,3419,0,77,2,2,1,1200,16,2012
3420,3420,1,154,4,3,3,7000,89,9793
3421,3421,1,250,3,3,2,3700,56,4215
3422,3422,0,450,4,5,4,6900,104,7234
3423,3423,1,179,3,3,0,12000,153,14450
3424,3424,1,400,5,5,4,15000,226,17030
3425,3425,1,102,2,1,0,1700,22,1939
3426,3426,1,45,2,2,0,1630,25,1739
3427,3427,1,90,1,2,2,8000,102,10100
3428,3428,1,230,3,3,3,3916,50,7052
3429,3429,1,220,2,4,2,6200,94,7494
3430,3430,1,58,1,2,1,1250,16,1990
3431,3431,0,67,2,2,2,1070,14,1968
3432,3432,1,113,3,2,1,3000,39,4089
3433,3433,1,111,3,4,3,2700,35,5939
3434,3434,1,50,2,1,1,1450,19,2019
3435,3435,1,54,2,1,1,3500,45,4388
3436,3436,1,300,5,5,2,4000,61,4281
3437,3437,1,65,2,2,1,2360,30,3194
3438,3438,1,80,2,2,2,3600,55,4045
3439,3439,1,50,2,1,1,1200,16,1783
3440,3440,1,35,1,1,1,1020,13,1063
3441,3441,1,200,3,2,1,2700,41,3041
3442,3442,0,43,1,1,1,900,12,1475
3443,3443,1,41,1,1,0,1573,20,1943
3444,3444,1,63,1,1,1,7400,94,9063
3445,3445,1,190,4,4,3,7000,89,10240
3446,3446,1,500,4,4,4,7500,113,8165
3447,3447,1,73,3,2,1,1850,24,2581
3448,3448,0,104,3,1,0,700,9,1378
3449,3449,1,35,1,1,0,700,11,791
3450,3450,1,120,2,2,2,5500,83,5841
3451,3451,1,55,2,3,2,1850,28,2171
3452,3452,1,240,2,1,5,2600,40,2640
3453,3453,1,400,4,5,3,6000,77,11940
3454,3454,1,200,2,3,1,4500,58,6308
3455,3455,1,40,1,1,1,2049,26,2743
3456,3456,1,68,2,1,0,1300,17,1837
3457,3457,1,150,2,3,0,4000,61,4185
3458,3458,1,50,2,1,1,1700,22,2176
3459,3459,0,113,3,2,2,1450,19,2248
3460,3460,1,88,2,2,2,6250,80,7920
3461,3461,1,90,3,2,3,1500,20,2739
3462,3462,1,350,3,3,8,9240,139,10420
3463,3463,1,340,4,6,4,11470,173,12650
3464,3464,1,86,2,1,1,5800,74,7258
3465,3465,1,216,4,3,0,8000,102,10960
3466,3466,1,170,4,5,3,5200,66,7902
3467,3467,1,400,3,3,6,15000,226,16350
3468,3468,0,77,2,1,1,1200,16,2225
3469,3469,0,350,4,5,4,8000,121,9218
3470,3470,1,145,4,2,2,2230,34,2514
3471,3471,1,180,4,1,1,8500,108,11430
3472,3472,1,144,4,2,2,5500,70,8057
3473,3473,1,60,2,1,1,3005,39,3852
3474,3474,1,220,4,3,0,6000,77,6517
3475,3475,1,60,2,1,1,6400,82,7648
3476,3476,1,165,3,1,2,3800,25,3825
3477,3477,1,400,5,6,4,3502,45,8797
3478,3478,1,77,3,2,1,1900,25,2657
3479,3479,1,215,3,4,4,10000,151,10520
3480,3480,0,78,3,2,2,1780,23,2476
3481,3481,1,96,2,2,2,1800,23,3028
3482,3482,1,400,4,5,4,7000,89,11290
3483,3483,1,120,3,2,2,5000,36,6556
3484,3484,1,53,2,1,1,3250,42,4079
3485,3485,1,70,2,1,0,1750,13,2595
3486,3486,1,100,3,3,0,6330,81,7379
3487,3487,0,69,2,1,1,800,11,1121
3488,3488,1,25,1,1,0,1350,21,1458
3489,3489,1,68,3,2,1,1299,17,1771
3490,3490,1,30,1,1,1,1850,24,2674
3491,3491,1,156,2,4,2,10000,127,13340
3492,3492,1,33,1,1,0,3000,39,3549
3493,3493,1,205,3,5,1,2800,36,5416
3494,3494,1,79,2,3,1,3100,40,6140
3495,3495,1,70,3,2,1,2550,33,3562
3496,3496,1,40,1,1,0,1094,5,1099
3497,3497,0,438,5,4,0,7735,117,8269
3498,3498,1,30,1,1,0,1000,13,1056
3499,3499,1,212,3,5,3,7000,89,10470
3500,3500,1,32,1,1,0,1700,22,2266
3501,3501,1,269,4,4,5,14000,178,18990
3502,3502,1,63,2,1,1,1100,14,1578
3503,3503,1,39,1,1,0,2000,26,2326
3504,3504,1,200,3,2,3,4000,51,5651
3505,3505,1,290,3,3,1,2500,32,5372
3506,3506,1,30,1,1,1,1950,25,4204
3507,3507,1,176,4,5,0,9500,121,11760
3508,3508,1,77,2,2,1,3000,39,4019
3509,3509,1,47,1,1,0,1490,19,1773
3510,3510,1,135,3,2,0,4500,58,6275
3511,3511,1,108,2,3,2,2100,32,2832
3512,3512,1,212,4,3,2,13800,175,17500
3513,3513,1,140,2,4,1,8900,113,11510
3514,3514,0,51,2,1,1,800,11,1251
3515,3515,1,42,1,1,1,3800,49,4438
3516,3516,1,108,3,3,3,4000,51,5606
3517,3517,0,53,1,1,0,500,7,925
3518,3518,1,254,3,3,3,12750,162,18860
3519,3519,0,67,3,1,1,900,12,1303
3520,3520,1,50,2,1,1,2000,26,2529
3521,3521,1,115,4,4,3,4000,51,7068
3522,3522,0,70,2,1,1,1184,15,1600
3523,3523,1,140,3,4,2,2500,32,4082
3524,3524,1,156,2,3,2,13590,173,16090
3525,3525,1,295,4,4,4,9500,121,14740
3526,3526,1,42,1,1,1,2100,27,2564
3527,3527,1,480,4,5,2,6000,91,8400
3528,3528,1,65,1,2,2,3400,44,4609
3529,3529,1,220,4,5,3,9700,123,13210
3530,3530,1,57,2,1,2,2200,28,3013
3531,3531,1,170,3,3,0,7500,96,10030
3532,3532,0,55,1,1,1,850,11,1357
3533,3533,1,117,4,5,4,2500,32,4699
3534,3534,1,280,5,2,1,8000,121,8121
3535,3535,1,140,4,3,2,3800,49,6183
3536,3536,1,57,2,2,0,1908,25,2648
3537,3537,1,200,3,4,2,2500,38,3038
3538,3538,1,35,1,1,0,900,12,962
3539,3539,0,30,1,1,0,500,7,797
3540,3540,1,42,1,1,0,1500,20,2994
3541,3541,0,69,2,1,1,980,13,1538
3542,3542,1,60,2,1,1,1230,16,1806
3543,3543,1,253,3,5,5,6750,86,11370
3544,3544,1,220,4,5,2,6500,98,7774
3545,3545,1,127,2,3,2,3600,46,4934
3546,3546,1,85,3,2,1,2730,35,3578
3547,3547,1,470,4,6,3,7200,109,8443
3548,3548,1,124,3,3,2,2791,36,4266
3549,3549,1,100,2,2,0,3250,49,3299
3550,3550,1,60,2,2,1,4000,51,5931
3551,3551,1,57,1,1,0,2200,28,2728
3552,3552,1,54,1,1,1,4500,58,5425
3553,3553,1,84,3,1,1,2180,28,2978
3554,3554,1,360,3,4,1,10000,127,13010
3555,3555,1,51,2,1,0,2000,26,2482
3556,3556,1,119,2,2,0,2350,30,3289
3557,3557,1,70,2,1,0,1700,26,1751
3558,3558,1,100,3,3,2,4350,56,5856
3559,3559,1,100,2,1,0,1500,23,1573
3560,3560,1,79,2,1,1,1444,19,1976
3561,3561,1,220,3,4,3,5150,66,8966
3562,3562,1,100,3,1,0,2700,41,3033
3563,3563,1,108,3,3,2,3400,44,4978
3564,3564,1,230,2,1,8,4500,68,5288
3565,3565,1,103,3,3,2,6500,83,8341
3566,3566,1,90,3,2,2,1700,22,3267
3567,3567,1,220,4,4,2,3200,41,6293
